Latitude, Longitude, Data Value
81, 33, -0.179836
81, 34, -0.213179
81, 35, -0.275754
81, 36, -0.275014
81, 37, -0.282767
81, 38, -0.234329
81, 39, -0.207754
81, 40, -0.219014
81, 41, -0.209726
81, 42, -0.230549
81, 43, -0.268713
81, 44, -0.322
81, 45, -0.440438
81, 46, -0.583068
81, 47, -0.578274
81, 48, -0.524822
81, 49, -0.52022
81, 50, -0.695644
81, 51, -0.68063
81, 52, -0.645671
81, 53, -0.707479
81, 54, -0.885124
81, 55, -999
81, 56, -1.0991
81, 57, -999
81, 58, -999
81, 59, -1.26156
81, 60, -1.25019
81, 61, -999
81, 62, -1.26367
81, 63, -1.27901
81, 64, -1.26729
81, 65, -999
81, 66, -1.01449
81, 67, -0.982877
81, 68, -0.969453
81, 69, -0.931041
81, 70, -0.908684
81, 71, -0.812711
81, 72, -0.602274
81, 73, -0.220658
81, 74, -0.163562
81, 75, -0.31822
81, 76, -0.475233
81, 77, -0.564438
81, 78, -0.597206
81, 79, -0.683863
81, 80, -0.738055
81, 81, -0.76389
81, 82, -0.787452
81, 83, -0.803643
81, 84, -0.826135
81, 85, -0.867067
81, 86, -0.90682
81, 87, -0.930082
81, 88, -0.960767
81, 89, -1.00967
81, 90, -1.04214
81, 91, -1.05948
81, 92, -1.15115
81, 93, -1.20729
81, 94, -1.24967
81, 95, -999
81, 96, -999
81, 97, -1.41816
81, 98, -1.39504
81, 99, -1.3689
81, 100, -1.41857
81, 101, -1.48942
81, 102, -1.55189
81, 103, -1.60926
81, 104, -1.66129
81, 105, -1.69142
81, 106, -1.70457
81, 107, -1.69896
81, 108, -1.69098
81, 109, -1.70624
81, 110, -1.72424
81, 111, -1.73435
81, 112, -1.76915
81, 113, -1.79098
81, 114, -1.79558
81, 115, -1.79528
81, 116, -1.79183
81, 117, -1.78813
81, 118, -1.78934
81, 119, -1.79506
81, 120, -1.7972
81, 121, -1.79638
81, 122, -1.79608
81, 123, -1.79843
81, 124, -1.79967
81, 125, -1.79994
81, 126, -1.80002
81, 127, -1.79999
81, 128, -1.80032
81, 129, -1.80008
81, 130, -1.8001
81, 131, -1.80057
81, 132, -1.79947
81, 133, -1.79742
81, 134, -1.79202
81, 135, -1.78161
81, 136, -1.7706
81, 137, -1.75928
81, 138, -1.74082
81, 139, -1.72194
81, 140, -1.71194
81, 141, -1.71558
81, 142, -1.7332
81, 143, -1.76098
81, 144, -1.77394
81, 145, -1.77865
81, 146, -1.78953
81, 147, -1.7952
81, 148, -1.79778
81, 149, -1.79958
81, 150, -1.7992
81, 151, -1.79964
81, 152, -1.79983
81, 153, -1.80021
81, 154, -1.80008
81, 155, -1.80005
81, 156, -1.79999
81, 157, -1.79997
81, 158, -1.79999
81, 159, -1.79999
81, 160, -1.79999
81, 161, -1.79999
81, 162, -1.79956
81, 163, -1.79945
81, 164, -1.79972
81, 165, -1.79988
81, 166, -1.79999
81, 167, -1.79999
81, 168, -1.79999
81, 169, -1.79999
81, 170, -1.79999
81, 171, -1.79999
81, 172, -1.79999
81, 173, -1.79999
81, 174, -1.79999
81, 175, -1.79999
81, 176, -1.79999
81, 177, -1.79999
81, 178, -1.79999
81, 179, -1.79969
81, 180, -1.79783
81, -179, -1.79912
81, -178, -1.79939
81, -177, -1.79988
81, -176, -1.79999
81, -175, -1.79999
81, -174, -1.79999
81, -173, -1.79999
81, -172, -1.79999
81, -171, -1.79999
81, -170, -1.79999
81, -169, -1.79999
81, -168, -1.79999
81, -167, -1.79999
81, -166, -1.79999
81, -165, -1.79999
81, -164, -1.79999
81, -163, -1.79999
81, -162, -1.79999
81, -161, -1.79999
81, -160, -1.79999
81, -159, -1.79999
81, -158, -1.79999
81, -157, -1.79999
81, -156, -1.79999
81, -155, -1.80002
81, -154, -1.79999
81, -153, -1.80002
81, -152, -1.80002
81, -151, -1.79999
81, -150, -1.80002
81, -149, -1.79999
81, -148, -1.79999
81, -147, -1.79999
81, -146, -1.79999
81, -145, -1.79999
81, -144, -1.79999
81, -143, -1.79999
81, -142, -1.79999
81, -141, -1.7998
81, -140, -1.79832
81, -139, -1.79345
81, -138, -1.78936
81, -137, -1.79257
81, -136, -1.79687
